,Prd Date,Case Number,road,intersection,number injured,fatal indicator,local codes,Day of Week,Time,"Contributing Factor Primary
138,02/19/2022,S8S116F4WSCV,NORTH TRIPHAMMER ROAD,ASBURY ROAD,0,N,S22-02360,Saturday,10:23,77.0,99.0,5556,42.5248383,-76.4704781,37380.0,2
139,02/19/2022,S8S119F4XWF9,STATE HIGHWAY 13,HANSHAW ROAD,0,N,S22-02373,Saturday,18:51,7.0,77.0,5552,42.4672637,-76.4599749,67860.0,2
140,02/20/2022,S8S118F526CD,ELMIRA ROAD,,0,N,S22-02419,SUNDAY,19:20,61.0,77.0,5557,42.362536,-76.5957859,69600.0,2
141,02/20/2022,S8S120F4ZLW9,STATE HIGHWAY 13,,0,N,S22-02381,SUNDAY,00:02,61.0,77.0,5523,42.4290176,-76.5078603,120.0,2
142,02/21/2022,S8S111F55C1B,SLATERVILLE ROAD,,0,N,S22-02454,MONDAY,18:50,61.0,77.0,5555,42.3947362,-76.3769443,67800.0,2
143,02/22/2022,S8S115F56N4X,PERU SOUTH LANSING ROAD,,0,N,S22-02472,TUESDAY,04:46,61.0,77.0,5554,-9.189967,-75.015152,17160.0,2
144,02/23/2022,S8S117F5B7T2,SOUTH DANBY ROAD,,0,N,S22-02504,WEDNESDAY,06:44,61.0,77.0,5551,42.2972452,-76.4392953,24240.0,2
145,02/23/2022,S8S111F5D5C6,MAIN STREET,,0,N,S22-02529,WEDNESDAY,22:02,61.0,77.0,5521,42.4962636,-76.3709838,79320.0,2
146,02/24/2022,S8S112F5GH7Z,40 CATHERWOOD ROAD,,0,N,S22-02559,Thursday,15:21,3.0,4.0,5556,42.4835813,-76.49137080000001,55260.0,2
147,02/25/2022,S8S120F5JT8L,HAYTS ROAD,,0,N,S22-02588,Friday,09:00,69.0,77.0,5555,42.4665444,-76.5871689,32400.0,2
148,02/25/2022,S8S106F5JL2T,WARREN ROAD,,0,N,S22-02586,FRIDAY,07:19,66.0,77.0,5556,42.4885848,-76.4675805,26340.0,2
149,02/26/2022,S8S117F5NKJH,HALSEYVILLE RD,,0,N,S22-02645,Saturday,13:10,77.0,77.0,5558,42.4893081,-76.6335186,47400.0,2
150,02/26/2022,S8S119F5PHCH,TAUGHANNOCK BOULEVARD,,0,N,S22-02655,SATURDAY,19:57,61.0,77.0,5558,42.5385068,-76.5911337,71820.0,2
151,02/26/2022,S8DEP3F5MMCD,COX ROAD,,0,N,S22-02632,SATURDAY,01:27,2.0,4.0,5557,42.3457385,-76.6105773,5220.0,2
152,02/27/2022,S8S114F5SFP1,PERU SOUTH LANSING ROAD,,0,N,S22-02689,SUNDAY,17:49,66.0,19.0,5552,-9.189967,-75.015152,64140.0,2
153,02/27/2022,S8DEP2F7F0MJ,NORTH WOOD ROAD,,0,N,S22-02695,SUNDAY,21:10,2.0,77.0,5552,42.5400672,-76.3953073,76200.0,2
154,02/27/2022,S8S114F5SN2G,DAVIS ROAD,,0,N,S22-02695,SUNDAY,18:58,66.0,19.0,5554,42.5735836,-76.2926982,68280.0,2
155,02/28/2022,S8S108F5VPZF,WEST DANBY ROAD,,0,N,S22-02727,MONDAY,11:04,61.0,77.0,5551,42.3406625,-76.5354786,39840.0,2
156,02/28/2022,S8S118F5WH9Z,W DANBY ROAD,,0,N,S22-02736,Monday,07:43,99.0,99.0,5557,42.3406625,-76.5354786,27780.0,2
157,03/01/2022,S8S111F60V83,NORTH TRIPHAMMER ROAD,NYS ROUTE 13,1,N,S22-02785,Tuesday,18:16,4.0,77.0,5523,42.4290176,-76.5078603,65760.0,3
158,03/01/2022,S8S112F60QLD,1 BELLA VISTA DRIVE,,0,N,S22-02783,Tuesday,16:52,99.0,99.0,5555,42.4155054,-76.50474249999999,60720.0,3
159,03/01/2022,S8S113F5ZM8V,VANKIRK ROAD,,0,N,S22-02766,TUESDAY,09:19,61.0,77.0,5557,42.3157631,-76.6008443,33540.0,3
160,03/01/2022,S80K91F5Z4BK,ELMIRA ROAD,,0,N,S22-02763,TUESDAY,05:29,61.0,77.0,5557,42.362536,-76.5957859,19740.0,3
161,03/02/2022,S8S112F63XNN,SHEFFIELD ROAD,MECKLENBURG ROAD,1,N,S22-02833,WEDNESDAY,17:17,5.0,28.0,5553,42.4516637,-76.608651,62220.0,3
162,03/03/2022,S8S118F67PM1,TAUGHANNOCK BOULEVARD,,0,N,S22-2897,THURSDAY,21:12,61.0,77.0,5555,42.5385068,-76.5911337,76320.0,3
163,03/03/2022,S80K91F67X9D,SNYDER HILL ROAD,,0,N,S22-02899,THURSDAY,23:19,61.0,77.0,5552,42.417022,-76.4160545,83940.0,3
164,03/03/2022,S8S105F677TJ,PERU SOUTH LANSING ROAD,,0,N,S22-02890,THURSDAY,18:20,61.0,77.0,5554,-9.189967,-75.015152,66000.0,3
165,03/03/2022,S8S111F67HFS,STATE HIGHWAY 13,LOWER CREEK ROAD,2,N,S22-02894,Thursday,20:04,7.0,77.0,5552,42.476907,-76.4065461,72240.0,3
166,03/04/2022,S8S108F69G1N,NORTH LANSING SCHOOL ROAD,,0,N,S22-02947,FRIDAY,10:31,19.0,27.0,5556,42.6027134,-76.4771546,37860.0,3
167,03/06/2022,S8S119F6JTC1,TAUGHANNOCK BOULEVARD,,0,N,S22-03083,SUNDAY,18:05,61.0,77.0,5558,42.5385068,-76.5911337,65100.0,3
168,03/07/2022,S8S114F6M2P4,PARKING LOT PLAZA,,0,N,S22-03108,Monday,10:45,3.0,77.0,5555,42.4575747,-76.5488232,38700.0,3
169,03/07/2022,S8S118F6N1VL,TAUGHANNOCK PARK ROAD,TRUMANSBURG ROAD,0,N,S22-03126,Monday,17:22,3.0,4.0,5558,42.4914674,-76.5883927,62520.0,3
170,03/08/2022,S8S113F6QQX3,DRIVEWAY,N TRIPHAMMER ROAD,0,N,S22-03169,TUESDAY,14:05,4.0,77.0,5523,42.5054774,-76.490818,50700.0,3
171,03/08/2022,S8S113F6PLQC,WEST DRYDEN ROAD,,0,N,S22-03146,TUESDAY,05:44,60.0,66.0,5552,42.5173595,-76.4036654,20640.0,3
172,03/08/2022,S8S105F6RB96,DANBY ROAD,,0,N,S22-03177,TUESDAY,18:49,61.0,77.0,5555,42.3587467,-76.4833869,67740.0,3
173,03/08/2022,S8S112F6RBR0,HARFORD ROAD,,0,N,S22-03176,TUESDAY,18:44,61.0,77.0,5550,42.3992569,-76.2952881,67440.0,3
174,03/08/2022,S8S115F6PTSG,LOCKE ROAD,,0,N,S22-03148,TUESDAY,07:26,66.0,77.0,5556,42.6152332,-76.4717375,26760.0,3
175,03/09/2022,S80K91F6V3GV,LOCKE ROAD,OLD STAGE ROAD,0,N,S22-03221,Wednesday,15:29,7.0,77.0,5554,42.6000383,-76.3205147,55740.0,3
176,03/09/2022,S8S113F6THLF,MIDLINE ROAD,,0,N,S22-03214,WEDNESDAY,11:32,66.0,4.0,5552,42.4213104,-76.3411547,41520.0,3
177,03/09/2022,S8S112F6VCD1,LOCKE ROAD,,0,N,S22-03223,WEDNESDAY,17:07,66.0,77.0,5554,42.6152332,-76.4717375,61620.0,3
178,03/09/2022,S8S108F6TVSJ,GRIFFIN ROAD,,2,N,,WEDNESDAY,13:45,19.0,66.0,5553,42.396352,-76.65982,49500.0,3
179,03/09/2022,S102F6VBJ7,TAUGHANNOCK BOULEVARD,,0,N,S22-03225,WEDNESDAY,16:55,66.0,77.0,5558,42.5385068,-76.5911337,60900.0,3
180,03/09/2022,S8S112F6VJK2,COBB STREET,TALMADGE ROAD,0,N,S22-03229,WEDNESDAY,18:49,61.0,77.0,5554,42.6112787,-76.4515304,67740.0,3
181,03/10/2022,S8S119F6ZKWJ,NORTH TRIPHAMMER ROAD,,0,N,S22-03269,THURSDAY,17:46,61.0,77.0,5556,42.5054774,-76.490818,63960.0,3
182,03/10/2022,S8DEP3F702RJ,SALEM DRIVE,DEERFIELD PLACE,0,N,S22-03271,THURSDAY,07:15,2.0,18.0,5555,42.474947,-76.456915,26100.0,3
183,03/10/2022,S80K91F6ZFZG,950 DANBY ROAD- ROGAN'S CORNER,,0,N,S22-3264,Thursday,16:37,3.0,77.0,5555,42.42049300000001,-76.50330819999999,59820.0,3
184,03/10/2022,S8S116F6W9GT,PERU SOUTH LANSING ROAD,OLD PERUVILLE ROAD,0,N,S22-03236,THURSDAY,00:43,4.0,77.0,5554,42.5503096,-76.3735835,2580.0,3
185,03/11/2022,S80K91F72XXR,DANBY ROAD,,0,N,S22-03321,FRIDAY,18:45,61.0,77.0,5551,42.3587467,-76.4833869,67500.0,3
186,03/11/2022,S8S114F73C0T,DRYDEN ROAD,STATE ROUTE 366,0,N,S22-03325,Friday,21:52,7.0,17.0,5552,42.4687236,-76.4091972,78720.0,3
187,03/12/2022,S80K91F75XKZ,HUNGERFORD ROAD,,0,N,S22-03353,SATURDAY,17:27,66.0,77.0,5552,42.4286548,-76.4338286,62820.0,3
188,03/12/2022,S8S111F75X30,DANBY ROAD,,0,N,S22-03352,Saturday,17:12,4.0,77.0,5551,42.3587467,-76.4833869,61920.0,3
189,03/12/2022,S8S117F74LQ6,RTE 89,,0,N,S22-03338,SATURDAY,07:16,66.0,77.0,5558,42.5401278,-76.5928656,26160.0,3
190,03/12/2022,S8S112F75FMK,DRYDEN ROAD,,0,N,S22-03349,SATURDAY,13:55,66.0,77.0,5552,42.4704369,-76.4034517,50100.0,3
191,03/13/2022,S8S106F77F6J,GEE HILL ROAD,W STATE ROAD,0,N,S22-03360,SUNDAY,03:49,4.0,66.0,5552,42.4392893,-76.5072103,13740.0,3
192,03/13/2022,S8S111F784HF,SHERATON DRIVE,,0,N,S22-03368,Sunday,09:51,3.0,4.0,5523,42.4782236,-76.4803749,35460.0,3
193,03/13/2022,S8S112F7824N,WARREN ROAD,,0,N,S22-03367,SUNDAY,08:27,4.0,66.0,5555,42.4885848,-76.4675805,30420.0,3
194,03/13/2022,S8S106F77CPJ,GEE HILL ROAD,W STATE ROAD,0,N,S22-03360,SUNDAY,03:49,66.0,4.0,5552,42.4392893,-76.5072103,13740.0,3
195,03/14/2022,S8S114F7D71P,NORTH LANSING SCHOOL ROAD,,0,N,S22-03413,Monday,16:29,13.0,19.0,5556,42.6027134,-76.4771546,59340.0,3
196,03/14/2022,S8S116F7BZS6,PERU SOUTH LANSING ROAD,,0,N,S22-03394,MONDAY,06:55,61.0,77.0,5554,-9.189967,-75.015152,24900.0,3
197,03/14/2022,S8S107F7CL54,GRAHAM ROAD WEST,,0,N,S22-03409,Monday,11:51,3.0,18.0,5556,42.4860381,-76.4880997,42660.0,3
198,03/15/2022,S8S115F7FMWC,STATE HIGHWAY 96,,0,N,S22-03423,TUESDAY,03:15,61.0,77.0,5558,42.4057937,-76.5454257,11700.0,3
199,03/15/2022,S8S118F7HG3P,FOREST HOME DRIVE,,0,N,S22-03450,Tuesday,16:55,19.0,27.0,5555,42.4524604,-76.4638637,60900.0,3
200,03/15/2022,S8DEP3F7JTR6,IRISH SETTLEMENT ROAD,,1,N,S22-03456,TUESDAY,20:17,2.0,19.0,5552,42.4577481,-76.3183001,73020.0,3
201,03/16/2022,S8S114F7KLD0,PERRY CITY ROAD,,0,N,S22-03474,WEDNESDAY,09:06,61.0,77.0,5558,42.4950539,-76.6185,32760.0,3
202,03/16/2022,S8S112F7LJ2M,STATE HIGHWAY 13,WARREN RD,0,N,S22-03489,Wednesday,15:50,9.0,4.0,5523,42.4885848,-76.4675805,57000.0,3
203,03/16/2022,S8DEP2F7MFMT,PODUNK ROAD,AIKEN ROAD,0,N,S22-03505,WEDNESDAY,21:30,61.0,77.0,5553,42.464177,-76.661677,77400.0,3
204,03/16/2022,S8S109F7LWGN,DANBY ROAD,,0,N,S22-03497,WEDNESDAY,18:42,61.0,77.0,5555,42.3587467,-76.4833869,67320.0,3
205,03/16/2022,S8S115F7K7F7,RUMSEY HILL ROAD,,0,N,S22-03468,WEDNESDAY,05:58,69.0,77.0,5553,42.406241,-76.646908,21480.0,3
206,03/17/2022,S8S107F7P3LX,RIDGE ROAD,,0,N,S22-03536,THURSDAY,10:42,61.0,77.0,5556,42.5735549,-76.5781092,38520.0,3
207,03/17/2022,S80K91F7Q1SC,ELMIRA ROAD,TRACTOR SUPPLY ENTRANCE/EXIT,0,N,S22-03549,Thursday,18:11,17.0,77.0,5501,42.4575747,-76.5488232,65460.0,3
208,03/18/2022,S8S107F7SK47,NORTH TRIPHAMMER ROAD,,0,N,S22-03618,Friday,12:56,7.0,13.0,5556,42.5054774,-76.490818,46560.0,3
209,03/19/2022,S8SGT2F8C0ZB,ELMIRA ROAD,TEST ROAD,0,Y,S22-03674,Saturday,01:18,13.0,99.0,5557,42.346046,-76.6249409,4680.0,3
210,03/19/2022,S8S117F7W23C,BENJAMIN HILL RD,,0,N,S22-03680,SATURDAY,07:25,61.0,77.0,5557,42.3428975,-76.5889776,26700.0,3
211,03/19/2022,S8S112F7WV7L,BUFFALO ROAD,,0,N,S22-03692,SATURDAY,14:03,19.0,15.0,5550,42.3778259,-76.3233525,50580.0,3
212,03/19/2022,S8S109F7XH8D,PARKING LOT,,0,N,S22-03702,Saturday,18:42,3.0,77.0,5523,42.4575747,-76.5488232,67320.0,3
213,03/19/2022,S8S109F7X65Q,DRIVEWAY,,0,N,S22-03699,Saturday,16:10,20.0,77.0,5523,42.4575747,-76.5488232,58200.0,3
214,03/19/2022,S8SGT2FHLPXK,ELMIRA ROAD,TEST ROAD,0,Y,S22-03674,Saturday,01:18,13.0,99.0,5557,42.346046,-76.6249409,4680.0,3
215,03/19/2022,S8S106F7VCL7,ELMIRA ROAD,TEST ROAD,0,Y,S22-03674,Saturday,01:18,,,5557,42.346046,-76.6249409,4680.0,3
216,03/19/2022,S8SGT2F8K345,ELMIRA ROAD,TEST ROAD,0,Y,S22-03674,Saturday,01:18,13.0,99.0,5557,42.346046,-76.6249409,4680.0,3
217,03/20/2022,S8S116F7ZT38,ELMIRA ROAD,,0,N,S22-03728,Sunday,03:55,61.0,77.0,5557,42.362536,-76.5957859,14100.0,3
218,03/20/2022,S8S114F81CMK,COBB STREET,,0,N,S22-03745,Sunday,15:52,69.0,3.0,5554,42.581327,-76.4441454,57120.0,3
219,03/20/2022,S8S114F81K2K,EAST SHORE DRIVE,,2,Y,S22-03749,SUNDAY,17:10,13.0,60.0,5555,42.4977529,-76.5098078,61800.0,3
220,03/21/2022,S8S109F84Q1Q,WARREN ROAD,DURCH MILL ROAD,0,N,S22-03785,Monday,17:12,9.0,77.0,5556,42.5078546,-76.4685692,61920.0,3
221,03/21/2022,S8S109F84KH2,SEVEN MILE DRIVE,,0,N,S22-03780,MONDAY,15:18,18.0,99.0,5555,42.4154635,-76.5419739,55080.0,3
222,03/21/2022,S8S113F83QL9,MAIN STREET,ETNA LANE,0,N,S22-03766,Monday,09:38,7.0,77.0,5552,42.4832379,-76.3800162,34680.0,3
223,03/22/2022,S8S107F86F2Q,CORTLAND ROAD,SALT ROAD,0,N,S22-03806,Tuesday,05:51,4.0,77.0,5554,42.5906587,-76.3241474,21060.0,3
224,03/23/2022,S8S113F88XXT,MECKLENBURG ROAD,,0,N,S22-03849,WEDNESDAY,01:10,61.0,77.0,5553,42.4516637,-76.608651,4200.0,3
225,03/23/2022,S8S107F89PBD,MYERS ROAD,LEROY AVENUE,0,N,S22-03854,WEDNESDAY,06:24,61.0,77.0,5556,42.5399081,-76.5403248,23040.0,3
226,03/26/2022,S8S109F8SZ01,TROY ROAD,,0,N,S22-04014,SATURDAY,19:26,2.0,13.0,5551,42.3925641,-76.472746,69960.0,3
227,03/27/2022,S8S113F8PPQV,ELMIRA ROAD,,0,N,S22-04023,Sunday,00:10,99.0,77.0,5555,42.362536,-76.5957859,600.0,3
228,03/27/2022,S8S113F8RB3D,BROOKTONDALE ROAD,,0,N,S22-04043,Sunday,12:26,18.0,4.0,5550,42.3885693,-76.408205,44760.0,3
229,03/28/2022,S8S108F8V9MX,WHITE CHURCH ROAD,VALLEY ROAD,0,N,S22-04103,MONDAY,10:42,66.0,77.0,5550,42.435907,-76.4809049,38520.0,3
230,03/28/2022,S8S111F8V348,FREEVILLE ROAD,GEORGE RD,2,N,S22-04096,Monday,09:13,7.0,66.0,5552,42.4953511,-76.3286602,33180.0,3
231,03/28/2022,S8S108F8V34D,WARREN ROAD,HANSHAW RD,0,N,S22-04098,Monday,09:31,9.0,66.0,5555,42.4672637,-76.4599749,34260.0,3
232,03/28/2022,S8S117F8V7X3,EAST KING RD,RTE 96B,0,N,S22-04101,MONDAY,10:30,66.0,77.0,5555,42.3382547,-76.4567351,37800.0,3
233,03/28/2022,S8S113F8V17Q,NORTH TRIPHAMMER ROAD,CATHERWOOD ROAD,0,N,S22-04095,Monday,08:57,66.0,77.0,5523,42.4837477,-76.4868685,32220.0,3
234,03/29/2022,S8S108F8Z3MR,DRYDEN ROAD,MINEAH ROAD,3,N,S22-04128,Tuesday,08:04,7.0,77.0,5552,42.4607475,-76.3647911,29040.0,3
235,03/29/2022,S8S111F8Z0SP,TRUMANSBURG ROAD,DUBOIS RD,0,N,S22-04127,Tuesday,07:31,9.0,4.0,5555,42.4965258,-76.556314,27060.0,3
236,03/29/2022,S8S118F905F8,FIVE MILE DRIVE,ELMIRA ROAD,0,N,S22-04142,Tuesday,15:35,4.0,9.0,5555,42.362536,-76.5957859,56100.0,3
237,04/01/2022,S8S118F9B97D,ELMIRA ROAD,PARK ROAD,0,N,S22-04271,FRIDAY,19:58,61.0,77.0,5555,42.4575747,-76.5488232,71880.0,4
238,04/03/2022,S8S115F9H0L6,PENNSYLVANIA AVENUE EXTENSION,,0,N,S22-04332,SUNDAY,07:16,69.0,3.0,5555,42.5322356,-76.6649179,26160.0,4
239,04/03/2022,S8S115F9JP6S,CODDINGTON ROAD,,0,N,S22-04349,SUNDAY,20:08,61.0,77.0,5551,42.3641481,-76.4149224,72480.0,4
240,04/03/2022,S8S119F9G942,SHAFFER ROAD,,0,N,S22-04322,SUNDAY,01:46,61.0,77.0,5557,42.319418,-76.564601,6360.0,4
241,04/04/2022,S8S120F9M3HG,SHEFFIELD ROAD,,0,N,S22-04376,MONDAY,14:00,61.0,77.0,5555,42.4512586,-76.5714424,50400.0,4
242,04/04/2022,S8S112F9LQ1X,NORTH TRIPHAMMER ROAD,,0,N,S22-04372,Monday,11:05,3.0,3.0,5523,42.5054774,-76.490818,39900.0,4
243,04/04/2022,S8S107F9M134,STATE HIGHWAY 13,WARREN RD,3,N,S22-4375,Monday,13:19,7.0,4.0,5523,42.4885848,-76.4675805,47940.0,4
244,04/05/2022,S8S119F9RHL4,TROY ROAD,,0,N,S22-04435,TUESDAY,23:17,61.0,77.0,5555,42.3925641,-76.472746,83820.0,4
245,04/06/2022,S8S113F9TF9D,MECKLENBURG ROAD,SHEFFIELD ROAD,0,N,S22-04452,WEDNESDAY,13:20,69.0,77.0,5553,42.4512586,-76.5714424,48000.0,4
246,04/07/2022,S8DEP3F9ZMWW,RIDGE ROAD,,1,N,S22-04515,THURSDAY,19:12,2.0,66.0,5556,42.5735549,-76.5781092,69120.0,4
247,04/07/2022,S8S111F9XDSF,COUNTY HOSPITAL RD,,0,N,S22-04501,Thursday,11:50,4.0,77.0,5555,42.4681473,-76.5381417,42600.0,4
248,04/07/2022,S80K91F9ZRDF,ELLIS HOLLOW ROAD,,1,N,S22-04517,THURSDAY,21:15,19.0,2.0,5552,42.427384,-76.4116156,76500.0,4
249,04/07/2022,S8S120F9WZJJ,NEWFIELD DEPOT ROAD,ADAMS ROAD,0,N,S22-04485,THURSDAY,00:30,27.0,77.0,5557,42.3587305,-76.5674925,1800.0,4
250,04/08/2022,S8S112FB27R0,JACKSONVILLE ROAD,,0,N,,FRIDAY,16:57,4.0,77.0,5558,42.5082206,-76.614744,61020.0,4
251,04/09/2022,S8S119FB5XGZ,RIDGE ROAD,,0,N,S22-04594,SATURDAY,20:02,61.0,77.0,5556,42.5735549,-76.5781092,72120.0,4
252,04/11/2022,S8S113FB9N25,WEST DANBY ROAD,,0,N,S22-04640,MONDAY,23:50,61.0,77.0,5551,42.3406625,-76.5354786,85800.0,4
253,04/12/2022,S8S115FBH805,UNNAMED STREET,,0,N,S22-04727,Tuesday,17:11,18.0,77.0,5555,42.4575747,-76.5488232,61860.0,4
254,04/13/2022,S8S115FBLM3C,STATE HIGHWAY 79,,0,N,S22-04772,WEDNESDAY,19:25,61.0,77.0,5553,42.4187155,-76.4558606,69900.0,4
255,04/13/2022,S8S119FBJSFL,PERU SOUTH LANSING ROAD,,0,N,S22-04745,WEDNESDAY,06:06,61.0,77.0,5554,-9.189967,-75.015152,21960.0,4
256,04/13/2022,S8S112FBLB1M,DRYDEN ROAD,RINGWOOD ROAD,0,N,S22-04769,Wednesday,17:17,9.0,77.0,5552,42.4523797,-76.3623706,62220.0,4
257,04/15/2022,S8SGT 2FBWJCR,CLARK STREET EXTENSION,LICK ST,0,N,S22-04857,FRIDAY,19:39,13.0,99.0,5554,42.5890063,-76.3433569,70740.0,4
258,04/15/2022,S8S113FBR8TV,BUNDY ROAD,,0,N,S22-04827,FRIDAY,06:15,61.0,77.0,5555,42.459851,-76.5511816,22500.0,4
259,04/15/2022,S8S112FBRMJ6,PARKING LOT,,0,N,S22-04837,Friday,08:49,3.0,4.0,5523,42.4575747,-76.5488232,31740.0,4
260,04/16/2022,S8S113FBW3PC,PARKING LOT,CINEMA DRIVE,0,N,S22-04879,Saturday,11:01,4.0,77.0,5523,42.4798363,-76.4784257,39660.0,4
261,04/16/2022,S8S112FBWFL0,NORTH TRIPHAMMER ROAD,,0,N,S22-04884,Saturday,13:26,18.0,77.0,5523,42.5054774,-76.490818,48360.0,4
262,04/16/2022,S8S112FBW5J1,PERU SOUTH LANSING ROAD,,0,N,S22-04880,SATURDAY,11:25,8.0,4.0,5554,-9.189967,-75.015152,41100.0,4
263,04/17/2022,S8S114FC1VN9,AUBURN ROAD,,1,N,S22-04936,SUNDAY,22:33,61.0,5.0,5556,42.5823945,-76.4930027,81180.0,4
264,04/18/2022,S8S109FC2V01,EAST SHORE DRIVE,,0,N,S22-04953,MONDAY,06:28,61.0,77.0,5523,42.4977529,-76.5098078,23280.0,4
265,04/18/2022,S8S109FC5P5K,RIDGE ROAD,,0,N,S22-04976,MONDAY,23:18,2.0,61.0,5556,42.5735549,-76.5781092,83880.0,4
266,04/19/2022,S8S119FC5CDN,CODDINGTON ROAD,GERMAN CROSS ROAD,0,N,S22-04978,TUESDAY,00:38,12.0,66.0,5551,42.399535,-76.439759,2280.0,4
267,04/19/2022,S8S111FC6RWK,NORTH TRIPHAMMER ROAD,,1,N,S22-04986,Tuesday,11:45,60.0,99.0,5523,42.5054774,-76.490818,42300.0,4
268,04/19/2022,S8S111FC6GHS,MAIN STREET,UPPER CREEK ROAD,0,N,S22-04983,TUESDAY,09:30,66.0,77.0,5552,42.490333,-76.3779773,34200.0,4
269,04/19/2022,S8DEP3FCWN4D,SLATERVILLE ROAD,,0,N,S22-04977,TUESDAY,00:14,99.0,77.0,5555,42.3947362,-76.3769443,840.0,4
270,04/19/2022,S8S119FC87LD,SALT ROAD,,0,N,S22-05006,TUESDAY,22:54,66.0,77.0,5554,42.5906587,-76.3241474,82440.0,4
271,04/19/2022,S8S109FC89RJ,WHITE CHURCH ROAD,,0,N,S22-05007,TUESDAY,23:10,66.0,47.0,5550,42.34702,-76.3890084,83400.0,4
272,04/20/2022,S8S112FCBPKS,DANBY ROAD,,1,N,S22-05044,Wednesday,16:59,4.0,9.0,5555,42.3587467,-76.4833869,61140.0,4
273,04/20/2022,S8S111FC9WW5,LOWER CREEK ROAD,,0,N,S22-05027,WEDNESDAY,10:30,61.0,77.0,5552,42.476907,-76.4065461,37800.0,4
274,04/20/2022,S102FCC751,HALSEYVILLE ROAD,,0,N,S22-05050,WEDNESDAY,20:41,61.0,77.0,5558,42.4893081,-76.6335186,74460.0,4
275,04/21/2022,S8S119FCGCGC,PERUVILLE ROAD,,0,N,S22-05097,THURSDAY,20:52,61.0,77.0,5554,42.5473782,-76.3951711,75120.0,4
276,04/22/2022,S8S116FCHP3J,MAIN STREET,,0,N,S22-05119,FRIDAY,06:12,61.0,77.0,5557,42.4962636,-76.3709838,22320.0,4
277,04/22/2022,S8DEP3FCL2F2,AUBURN ROAD,,1,N,S22-05154,FRIDAY,22:32,2.0,77.0,5556,42.5823945,-76.4930027,81120.0,4
