,Prd Date,Case Number,road,intersection,number injured,fatal indicator,local codes,Day of Week,Time,"Contributing Factor Primary
278,04/23/2022,S8S113FCLT2B,STATE HIGHWAY 96,,0,N,S22-05161,SATURDAY,05:42,61.0,77.0,5558,42.4057937,-76.5454257,20520.0,4
279,04/24/2022,S8S115FCRB8M,NORTH TRIPHAMMER ROAD,WATERWAGON RD,1,N,S22-05231,Sunday,15:51,7.0,4.0,5556,42.5157642,-76.4996928,57060.0,4
280,04/25/2022,S8S112FCVFGD,WARREN ROAD,,0,N,S22-05276,Monday,15:08,4.0,9.0,5523,42.4885848,-76.4675805,54480.0,4
281,04/27/2022,S8S119FD1KT4,CODDINGTON ROAD,,0,N,S22-05357,WEDNESDAY,05:57,61.0,77.0,5550,42.3641481,-76.4149224,21420.0,4
282,04/30/2022,S8S108FDD32J,STATE HIGHWAY 96,,0,N,S22-05542,Saturday,12:21,18.0,77.0,5558,42.4057937,-76.5454257,44460.0,4
283,05/01/2022,S8S115FDJ5JB,ELMIRA ROAD,,0,N,S22-05604,SUNDAY,19:06,61.0,77.0,5557,42.362536,-76.5957859,68760.0,5
284,05/02/2022,S8S115FDMJKB,STATE HIGHWAY 227,,0,N,S22-05653,MONDAY,20:14,61.0,77.0,5558,42.5188688,-76.6873564,72840.0,5
285,05/02/2022,S8S116FDKCJN,348 CODDINGTON ROAD,,0,N,S22-05625,Monday,03:54,77.0,77.0,5555,42.4195627,-76.48425519999999,14040.0,5
286,05/03/2022,S8S119FDNT77,NELSON ROAD,,0,N,S22-05668,TUESDAY,06:18,61.0,77.0,5551,42.3862049,-76.4679369,22680.0,5
287,05/03/2022,S8S119FDPR08,PARKING LOT,,0,N,S22-05680,Tuesday,13:15,99.0,77.0,5523,42.4575747,-76.5488232,47700.0,5
288,05/03/2022,S8S115FDQW2X,MECKLENBURG ROAD,,0,N,S22-05693,TUESDAY,21:19,27.0,2.0,5555,42.4516637,-76.608651,76740.0,5
289,05/03/2022,S8S115FDPHWL,AUBURN ROAD,,1,N,S22-05675,TUESDAY,10:59,4.0,99.0,5556,42.5823945,-76.4930027,39540.0,5
290,05/04/2022,S8S119FDTJCG,DRIVEWAY,,0,N,S22-05721,Wednesday,17:35,99.0,77.0,5555,42.4575747,-76.5488232,63300.0,5
291,05/04/2022,S8S112FDV5D7,HILLCREST ROAD,STORMY VIEW DRIVE,0,N,S22-05733,WEDNESDAY,22:06,61.0,77.0,5556,42.5132809,-76.4879899,79560.0,5
292,05/05/2022,S8S113FDWLD5,BROOKTONDALE ROAD,SLATERVILLE ROAD,0,N,S22-05748,Thursday,08:48,9.0,77.0,5550,42.3947362,-76.3769443,31680.0,5
293,05/05/2022,S8S113FDW3FW,VANKIRK ROAD,,0,N,S22-05744,THURSDAY,04:56,61.0,77.0,5557,42.3157631,-76.6008443,17760.0,5
294,05/05/2022,S8S109FDZC2D,3120 NORTH TRIPHAMMER ROAD,,0,N,S22-05780,Thursday,21:57,18.0,77.0,5556,42.539133,-76.493141,79020.0,5
295,05/05/2022,S8S113FDX1ZJ,GROTON ROAD,BROOKLYN ROAD,0,N,S22-05758,Thursday,12:14,7.0,77.0,5521,42.5188668,-76.3503806,44040.0,5
296,05/06/2022,S8S109FF2S0J,SNYDER HILL ROAD,,0,N,S22-05826,FRIDAY,23:26,5.0,77.0,5552,42.417022,-76.4160545,84360.0,5
297,05/07/2022,S8S106FF44CR,40 CATHERWOOD (TARGET),,0,,S22-05840,Saturday,,,,5523,42.4851799,-76.49089049999999,,5
298,05/08/2022,S8S113FF7SC8,NORTH TRIPHAMMER ROAD,TRIPHAMMER TERRACE,0,N,S22-05892,Sunday,13:15,7.0,77.0,5556,42.5214069,-76.4855092,47700.0,5
299,05/08/2022,S8S109FF88B7,40 CATHERWOOD ROAD,,0,N,S22-05896,Sunday,16:53,18.0,99.0,5523,42.4835813,-76.49137080000001,60780.0,5
300,05/09/2022,S8S112FFC8DD,68 PINCKNEY ROAD,,0,N,S22-05950,MONDAY,15:10,15.0,77.0,5552,42.4752173,-76.40616159999999,54600.0,5
301,05/09/2022,S8S119FF9ZZV,TAUGHANNOCK BOULEVARD,,0,N,S22-05919,MONDAY,06:00,61.0,77.0,5558,42.5385068,-76.5911337,21600.0,5
302,05/10/2022,S8S120FFFC0W,WEST DANBY ROAD,,0,N,S22-05973,TUESDAY,06:50,67.0,77.0,5557,42.3406625,-76.5354786,24600.0,5
303,05/11/2022,S8S105FFKVZM,MECKLENBURG ROAD,SHEFFIELD RD,0,N,S22-06054,Wednesday,17:00,7.0,77.0,5553,42.4512586,-76.5714424,61200.0,5
304,05/11/2022,S8S109FFKV83,STATE HIGHWAY 13,,1,N,S22-06051,WEDNESDAY,15:50,8.0,10.0,5552,42.4290176,-76.5078603,57000.0,5
305,05/11/2022,S80K91FFK5SX,MAIN STREET,,1,N,S22-06038,Wednesday,11:23,64.0,77.0,5552,42.4962636,-76.3709838,40980.0,5
306,05/12/2022,S8S108FFNKX4,ELMIRA ROAD,,3,N,S22-06093,Thursday,13:11,7.0,4.0,5557,42.362536,-76.5957859,47460.0,5
307,05/13/2022,S80K91FFSC51,ELMIRA ROAD,,0,N,S22-06151,Friday,17:26,18.0,77.0,5557,42.362536,-76.5957859,62760.0,5
308,05/14/2022,S8DEP3FFTQ2D,GULF HILL ROAD,SWEETLAND RD & GULF HILL RD,0,N,S22-06168,SATURDAY,01:31,2.0,27.0,5552,42.53911189999999,-76.28145959999999,5460.0,5
309,05/14/2022,S8S112FFVZRR,PARKING LOT,,0,N,S22-06182,Saturday,13:01,9.0,77.0,5523,42.4575747,-76.5488232,46860.0,5
310,05/15/2022,S8S119FFXVFX,WEST KING ROAD,,0,N,S22-06214,SUNDAY,01:53,19.0,99.0,5555,42.3959538,-76.5216888,6780.0,5
311,05/15/2022,S8S107FFZRQG,N. TRIPHAMMER ON RAMP,TRIPHAMMER RD,0,N,S22-06225,Sunday,10:08,4.0,9.0,5523,42.4619382,-76.4830975,36480.0,5
312,05/16/2022,S8S108FG3JMW,NORTH TRIPHAMMER ROAD,RAMP,0,N,S22-06280,Monday,14:31,18.0,77.0,5523,42.4575747,-76.5488232,52260.0,5
313,05/17/2022,S8S120FG5R1Q,ELMIRA ROAD,,0,N,S22-06315,TUESDAY,06:40,61.0,77.0,5557,42.362536,-76.5957859,24000.0,5
314,05/17/2022,S109FG75JP,13 NORTH & NORTH TRIPHAMMER RO,,0,N,S22-06342,Tuesday,17:32,20.0,77.0,5523,42.5054774,-76.490818,63120.0,5
315,05/18/2022,S8S112FG99C1,PERUVILLE ROAD,SCOFIELD,3,N,S22-06371,Wednesday,09:25,7.0,17.0,5556,42.5428157,-76.4539295,33900.0,5
316,05/19/2022,S8S115FGFL5N,AUBURN ROAD,WOODSEDGE DRIVE,1,N,S22-06438,Thursday,17:51,9.0,4.0,5556,42.5349619,-76.4991632,64260.0,5
317,05/19/2022,S8S111FGDD6Q,AUBURN ROAD,NEWMAN ROAD,0,N,S22-06412,Thursday,08:45,13.0,77.0,5556,42.5972929,-76.4842004,31500.0,5
318,05/20/2022,S8S119FGJBZ9,NORTH TRIPHAMMER ROAD,,0,N,S22-06477,FRIDAY,14:40,61.0,77.0,5523,42.5054774,-76.490818,52800.0,5
319,05/20/2022,S8S118FGK874,TRUMANSBURG ROAD,,0,N,S22-06492,FRIDAY,21:33,61.0,77.0,5558,42.4914674,-76.5883927,77580.0,5
320,05/20/2022,S8S119FGGNDV,ELMIRA ROAD,,0,N,S22-06455,FRIDAY,02:06,61.0,77.0,5557,42.362536,-76.5957859,7560.0,5
321,05/20/2022,S8S112FGK8JJ,DANBY ROAD,,0,N,S22-06489,FRIDAY,20:43,61.0,77.0,5551,42.3587467,-76.4833869,74580.0,5
322,05/22/2022,S8S119FGPJ22,TAUGHANNOCK BOULEVARD,,0,N,S22-06549,SUNDAY,05:26,61.0,77.0,5558,42.5385068,-76.5911337,19560.0,5
323,05/23/2022,S8S120FGTBFN,ELMIRA ROAD,WEST DANBY ROAD,0,N,S22-06583,MONDAY,09:50,61.0,77.0,5555,42.3406625,-76.5354786,35400.0,5
324,05/23/2022,S8S120FGSZ41,SANDBANK ROAD,,0,N,S22-06576,MONDAY,06:50,61.0,77.0,5551,42.4057382,-76.5280003,24600.0,5
325,05/24/2022,S8S119FGZMTC,EAST SHORE DRIVE,,0,N,S22-06640,TUESDAY,18:27,61.0,77.0,5556,42.4977529,-76.5098078,66420.0,5
326,05/24/2022,S8S120FGXV0H,LOWER ROBERT TREMAN PARK ROAD,,0,N,S22-06627,Tuesday,12:15,77.0,77.0,5555,42.4023872,-76.54786969999999,44100.0,5
327,05/25/2022,S8S119FH1HGF,DANBY ROAD,,0,N,S22-06673,WEDNESDAY,08:15,61.0,77.0,5555,42.3587467,-76.4833869,29700.0,5
328,05/25/2022,S80K91FH2T09,GRAHAM ROAD,,0,N,S22-06694,Wednesday,17:38,3.0,77.0,5556,42.4856205,-76.4812785,63480.0,5
329,05/25/2022,S8S114FH28SC,JUDD FALLS ROAD,MCINTYRE PLACE,0,N,S22-06684,Wednesday,13:41,7.0,69.0,5555,42.4505665,-76.4720697,49260.0,5
330,05/25/2022,S8S118FH2HLQ,DANBY ROAD,,0,N,S22-06886,WEDNESDAY,15:20,8.0,27.0,5551,42.3587467,-76.4833869,55200.0,5
331,05/26/2022,S80K91FH5Q47,PERUVILLE ROAD,SCOFIELD ROAD,0,N,S22-06751,Thursday,15:43,7.0,77.0,5552,42.5428157,-76.4539295,56580.0,5
332,05/26/2022,S80K91FH5WL7,BURNS ROAD,SLATERVILLE ROAD,0,N,S22-06753,Thursday,17:05,9.0,77.0,5555,42.3947362,-76.3769443,61500.0,5
333,05/27/2022,S8SLTDFHFXFN,EAST MILLER ROAD,,1,N,S22-06800,FRIDAY,16:45,2.0,19.0,5551,42.36958,-76.450988,60300.0,5
334,05/27/2022,S109FH7P2Q,WEST DANBY ROAD,,0,N,S22-06774,FRIDAY,05:53,61.0,77.0,5551,42.3406625,-76.5354786,21180.0,5
335,05/28/2022,S8DEP3FHBM5R,BOSTWICK ROAD,,0,N,S22-06830,SATURDAY,02:41,2.0,19.0,5553,42.4227499,-76.5793917,9660.0,5
336,05/28/2022,S8S115FHF533,HONNESS LANE,,0,N,S22-06854,SATURDAY,23:06,4.0,77.0,5555,42.429567,-76.467524,83160.0,5
337,05/29/2022,S8S107FHH02R,DRYDEN ROAD,,0,N,S22-06876,SUNDAY,13:18,61.0,77.0,5552,42.4704369,-76.4034517,47880.0,5
338,05/31/2022,S8S120FHNMHH,ELMIRA ROAD,,0,N,S22-06948,Tuesday,07:40,18.0,77.0,5557,42.362536,-76.5957859,27600.0,5
339,06/01/2022,S8S113FKD5P1,TRUMANSBURG ROAD,IRADELL ROAD,1,N,S22-07013,WEDNESDAY,11:59,99.0,77.0,5558,42.4805387,-76.6268373,43140.0,6
340,06/01/2022,S8S113FHS676,ELLIS HOLLOW CREEK ROAD,,0,N,S22-07006,Wednesday,09:57,13.0,13.0,5552,42.4385637,-76.4055302,35820.0,6
341,06/01/2022,S8S113FHS1WS,MCLEAN CORTLAND ROAD,,0,N,S22-07003,WEDNESDAY,08:49,61.0,77.0,5554,42.5928027,-76.3099663,31740.0,6
342,06/01/2022,S8S108FHRVCS,TRUMANSBURG ROAD,DUBOIS ROAD,1,N,S22-07000,Wednesday,07:59,7.0,77.0,5555,42.4965258,-76.556314,28740.0,6
343,06/01/2022,S8S113FHSBML,RIDGE ROAD,,0,N,S22-07011,WEDNESDAY,10:59,4.0,77.0,5556,42.5735549,-76.5781092,39540.0,6
344,06/01/2022,S80K91FHSWBQ,NORTH STREET,,0,N,S22-07021,Wednesday,15:44,4.0,9.0,5552,42.4967648,-76.298019,56640.0,6
345,06/02/2022,S80K91FHXWPV,LOCKE ROAD,,0,N,S22-07082,THURSDAY,21:24,61.0,77.0,5554,42.6152332,-76.4717375,77040.0,6
346,06/02/2022,S8S113FHW0P7,MAIN STREET,,0,N,S22-07044,THURSDAY,06:52,61.0,77.0,5552,42.4962636,-76.3709838,24720.0,6
347,06/03/2022,S80K91FJ1TM0,HORVATH DR,NORTH TRIPHAMMER ROAD,0,N,S22-07121,FRIDAY,19:09,18.0,77.0,5556,42.5054774,-76.490818,68940.0,6
348,06/03/2022,S109FJ2341,TAUGHANNOCK PARK RD & FALLS RD,,0,N,S22-07128,FRIDAY,21:13,4.0,77.0,5558,42.53386889999999,-76.61806,76380.0,6
349,06/05/2022,S109FJ7TJ9,MECKLENBURG ROAD,SHEFFIELD ROAD,0,N,S22-07206,Sunday,16:17,7.0,77.0,5553,42.4512586,-76.5714424,58620.0,6
350,06/05/2022,S8S113FJ6J9Z,TAUGHANNOCK BOULEVARD,,0,N,S22-07190,SUNDAY,06:29,61.0,77.0,5558,42.5385068,-76.5911337,23340.0,6
351,06/06/2022,S8S115FJ9NC7,WEST DANBY ROAD,,0,N,S22-07233,MONDAY,06:30,61.0,77.0,5557,42.3406625,-76.5354786,23400.0,6
352,06/08/2022,S80K91FJKHF1,STATE HIGHWAY 13,,1,N,S22-07370,Wednesday,17:01,7.0,20.0,5552,42.4290176,-76.5078603,61260.0,6
353,06/08/2022,S8S113FJJK2R,STATE HIGHWAY 13,STATE ROUTE 366,0,N,S22-07350,Wednesday,10:04,7.0,77.0,5552,42.4687236,-76.4091972,36240.0,6
354,06/09/2022,S8S114FJNZGM,WEST GROTON ROAD,,1,N,S22-07432,THURSDAY,19:15,61.0,77.0,5554,42.6048766,-76.4205335,69300.0,6
355,06/09/2022,S8S118FJNNNP,JACKSONVILLE ROAD,,0,N,S22-07424,THURSDAY,16:38,4.0,77.0,5558,42.5082206,-76.614744,59880.0,6
356,06/10/2022,S8S112FJQM13,STATE HIGHWAY 13,,0,N,S22-07451,Friday,07:38,20.0,20.0,5556,42.4290176,-76.5078603,27480.0,6
357,06/10/2022,S8S116FJQJNL,UNNAMED STREET,,0,N,S22-07450,Friday,06:35,18.0,77.0,5556,42.4575747,-76.5488232,23700.0,6
358,06/10/2022,S8S112FJRWFV,MORRIS ROAD,,0,N,S22-07477,Friday,16:58,3.0,77.0,5552,42.5436417,-76.3298813,61080.0,6
359,06/10/2022,S8S112FJR9D1,2309 N TRIPHAMMER RD #16A,,0,N,S22-07470,Friday,12:40,18.0,77.0,5523,42.4832015,-76.4822585,45600.0,6
360,06/11/2022,S80K91FJW94T,WHITE CHURCH ROAD,CAROLINE DEPOT ROAD,1,N,S22-07533,Saturday,18:22,7.0,77.0,5550,42.3697377,-76.4053929,66120.0,6
361,06/11/2022,S109FJWGXQ,WEST DANBY ROAD,,0,N,S22-07538,SATURDAY,19:40,61.0,77.0,5557,42.3406625,-76.5354786,70800.0,6
362,06/11/2022,S8S116FJV63M,AUBURN ROAD,,0,N,S22-07521,Saturday,10:14,13.0,77.0,5556,42.5823945,-76.4930027,36840.0,6
363,06/12/2022,S8S115FK059D,STATE HIGHWAY 96,JACKSONVILLE ROAD,0,N,S22-07566,Sunday,16:06,17.0,77.0,5558,42.5082206,-76.614744,57960.0,6
364,06/12/2022,S8S119FK0HKG,PERU ROAD,,0,N,S22-07569,SUNDAY,18:53,61.0,77.0,5554,42.5665431,-76.3647589,67980.0,6
365,06/13/2022,S8S114FK425Q,STATE HIGHWAY 13,WARREN ROAD,1,N,S22-07620,Monday,21:05,7.0,4.0,5523,42.4885848,-76.4675805,75900.0,6
366,06/13/2022,S8S113FK4FHZ,STATE HIGHWAY 227,,0,N,S22-07623,MONDAY,23:59,61.0,77.0,5558,42.5188688,-76.6873564,86340.0,6
367,06/13/2022,S8S119FK1DQQ,NORTH ROAD,,0,N,S22-07578,MONDAY,01:41,61.0,77.0,5552,42.5207121,-76.2992028,6060.0,6
368,06/14/2022,S8S114FK53J1,RIDGE ROAD,,0,N,S22-07630,TUESDAY,05:11,61.0,77.0,5556,42.5735549,-76.5781092,18660.0,6
369,06/14/2022,S8S113FK5NR3,NORTH TRIPHAMMER ROAD,HORVATH DRIVE,0,N,S22-07633,TUESDAY,07:26,61.0,77.0,5556,42.5235246,-76.4878493,26760.0,6
370,06/14/2022,S8S111FK5S7D,STATE HIGHWAY 13,,1,N,S22-07639,TUESDAY,10:22,4.0,77.0,5523,42.4290176,-76.5078603,37320.0,6
371,06/15/2022,S8S107FK8CZC,AUBURN ROAD,,0,N,S22-07670,WEDNESDAY,05:39,61.0,77.0,5556,42.5823945,-76.4930027,20340.0,6
372,06/15/2022,S8S115FKB54S,DRYDEN ROAD,,0,N,S22-07701,WEDNESDAY,19:15,61.0,77.0,5552,42.4704369,-76.4034517,69300.0,6
373,06/15/2022,S8S115FK991R,NORTH TRIPHAMMER ROAD,STATE HIGHWAY 13,0,N,S22-07687,WEDNESDAY,12:29,4.0,9.0,5556,42.4290176,-76.5078603,44940.0,6
374,06/15/2022,S8S108FK8NWB,TAUGHANNOCK BOULEVARD,GLENWOOD HEIGHTS RD,0,N,S22-07672,WEDNESDAY,07:56,9.0,77.0,5555,42.49199,-76.5464473,28560.0,6
375,06/16/2022,S8S113FKCVLP,DANBY ROAD,EAST KING ROAD,0,N,S22-07713,THURSDAY,07:43,9.0,77.0,5555,42.4035579,-76.4837199,27780.0,6
376,06/17/2022,S8S113FKG0H5,MIDDAUGH ROAD,BEAVER CREEK ROAD,1,N,S22-07742,FRIDAY,23:25,47.0,19.0,5550,42.3773947,-76.4068866,84300.0,6
377,06/17/2022,S8S113FKH3V4,MAIN STREET,JOHNSON ROAD,0,N,S22-07747,FRIDAY,08:00,7.0,69.0,5521,42.501753,-76.347363,28800.0,6
378,06/17/2022,S8S115FKJTSB,ITHACA BEER DRIVE,,0,N,S22-07769,FRIDAY,21:03,3.0,99.0,5555,42.415768,-76.5328173,75780.0,6
379,06/18/2022,S8S115FKNCK1,PERUVILLE ROAD,,0,N,S22-07806,SATURDAY,23:39,61.0,77.0,5556,42.5473782,-76.3951711,85140.0,6
380,06/19/2022,S8S119FKZN0P,NORTH TRIPHAMMER ROAD,,0,N,S22-07827,SUNDAY,16:07,99.0,99.0,5523,42.5054774,-76.490818,58020.0,6
381,06/20/2022,S8S111FKSQQG,PERU SOUTH LANSING ROAD,,0,N,S22-07849,MONDAY,08:14,9.0,77.0,5520,-9.189967,-75.015152,29640.0,6
382,06/20/2022,S8S109FKV0FZ,ELMIRA ROAD,SANBANK ROAD,0,N,S22-07871,MONDAY,17:59,9.0,77.0,5555,42.4057382,-76.5280003,64740.0,6
383,06/20/2022,S8S120FKT1NF,ELMIRA ROAD,SAND BANK ROAD,0,N,S22-07852,MONDAY,10:45,18.0,77.0,5555,42.4057382,-76.5280003,38700.0,6
384,06/21/2022,S8S115FKXW88,DOUGLAS ROAD,,0,N,S22-07912,TUESDAY,14:50,61.0,77.0,5557,42.389187,-76.613562,53400.0,6
385,06/21/2022,S8S107FKWJ1J,COBB STREET,,0,N,S22-07889,TUESDAY,05:07,61.0,77.0,5554,42.581327,-76.4441454,18420.0,6
386,06/21/2022,S8S108FKWT6Z,CAYUGA RIDGE PARKING LOT,,0,N,S22-07892,TUESDAY,07:04,18.0,77.0,5555,42.4575747,-76.5488232,25440.0,6
387,06/21/2022,S8S115FKZFVM,SHAFFER ROAD,,0,N,S22-07924,TUESDAY,19:25,2.0,99.0,5557,42.319418,-76.564601,69900.0,6
388,06/22/2022,S8S107FL10W2,757 WARREN RD,,1,N,S22-07943,WEDNESDAY,06:11,69.0,77.0,5523,42.4900659,-76.46561729999999,22260.0,6
389,06/22/2022,S8S115FL2FN1,WEST DANBY ROAD,,0,N,S22-07976,WEDNESDAY,17:51,18.0,77.0,5551,42.3406625,-76.5354786,64260.0,6
390,06/23/2022,S8S113FL4LXN,PERU SOUTH LANSING ROAD,,0,N,S22-08000,THURSDAY,10:17,13.0,77.0,5554,-9.189967,-75.015152,37020.0,6
391,06/23/2022,S8S108FL50KG,DRIVEWAY,,0,N,S22-08006,THURSDAY,13:30,,,5552,42.4575747,-76.5488232,48600.0,6
392,06/24/2022,S8S114FL8GJD,NORTH TRIPHAMMER ROAD,,0,N,S22-08050,FRIDAY,15:11,3.0,99.0,5523,42.5054774,-76.490818,54660.0,6
393,06/24/2022,S8DEP3FL9C3G,WEST DANBY ROAD,,3,N,S22-08069,FRIDAY,19:30,2.0,19.0,5557,42.3406625,-76.5354786,70200.0,6
394,06/24/2022,S8S115FL8KDC,SANDBANK ROAD,,0,N,S22-08053,FRIDAY,15:46,61.0,77.0,5555,42.4057382,-76.5280003,56760.0,6
395,06/24/2022,S8S121FL955R,TAUGHANNOCK BOULEVARD,,0,N,S22-07080,FRIDAY,20:32,61.0,77.0,5558,42.5385068,-76.5911337,73920.0,6
396,06/24/2022,S8S109FL9JQ8,RIDGE ROAD,LANSING STATION ROAD,0,N,S22-08076,FRIDAY,22:47,61.0,77.0,5556,42.5784389,-76.59934,82020.0,6
397,06/25/2022,S81203FLBC0R,BRADSHAW ROAD,,0,N,S22-08085,SATURDAY,05:30,61.0,77.0,5552,42.5030278,-76.2710356,19800.0,6
398,06/25/2022,S8DEP2FQNRFX,ELMIRA ROAD,,1,N,S22-08083,SATURDAY,02:48,12.0,77.0,5555,42.362536,-76.5957859,10080.0,6
399,06/26/2022,S8S109FLHGM0,BLACK OAK ROAD,,0,N,S22-08141,SUNDAY,19:29,60.0,4.0,5553,42.420347,-76.668843,70140.0,6
400,06/27/2022,S8S109FLLV24,PERUVILLE ROAD,,0,N,S22-08182,MONDAY,21:10,61.0,77.0,5554,42.5473782,-76.3951711,76200.0,6
401,06/28/2022,S8S116FLQCZL,AUBURN ROAD,,1,N,S22-08236,TUESDAY,23:04,2.0,19.0,5556,42.5823945,-76.4930027,83040.0,6
402,06/29/2022,S8S113FLRS7G,CREST LANE,,0,N,S22-08259,WEDNESDAY,10:15,3.0,77.0,5555,42.4535964,-76.4673953,36900.0,6
403,06/29/2022,S8S112FLSHQM,MOUNT PLEASANT ROAD,BAKER HILL ROAD,1,N,S22-08271,WEDNESDAY,15:39,7.0,77.0,5552,42.4583534,-76.4029068,56340.0,6
404,06/29/2022,S8S111FLS0MC,WEST DANBY ROAD,DECKER ROAD,3,N,S22-08263,WEDNESDAY,11:50,7.0,77.0,5557,42.3906432,-76.5543136,42600.0,6
405,06/29/2022,S8S112FLRP8B,NORTH TRIPHAMMER ROAD,,0,N,S22-08257,WEDNESDAY,09:49,4.0,77.0,5523,42.5054774,-76.490818,35340.0,6
406,06/29/2022,S8S113FLRVLV,NORTH TRIPHAMMER ROAD,,0,N,S22-08261,WEDNESDAY,10:35,61.0,77.0,5556,42.5054774,-76.490818,38100.0,6
407,06/29/2022,S8DEP1FP6F60,MOUNT PLEASANT ROAD,BAKER HILL ROAD,1,N,S22-08271,WEDNESDAY,15:39,7.0,77.0,5552,42.4583534,-76.4029068,56340.0,6
408,07/01/2022,S8S112FM1RVH,2300 NORTH TRIPHAMMER ROAD,,0,N,S22-08376,FRIDAY,22:10,2.0,7.0,5556,42.4815338,-76.48748549999999,79800.0,7
409,07/01/2022,S8S109FM1Z3H,SCHOOL STREET,,0,N,S22-08378,FRIDAY,22:59,22.0,17.0,5521,42.5541282,-76.2872778,82740.0,7
410,07/02/2022,S81203FM4SCQ,CORTLAND ROAD,,0,N,S22-08423,SATURDAY,20:53,61.0,77.0,5554,42.5928027,-76.3099663,75180.0,7
411,07/02/2022,S8S111FM3H2K,RIDGE ROAD,BRICKYARD,1,N,S22-08404,SATURDAY,10:54,7.0,77.0,5556,42.547457,-76.5307557,39240.0,7
412,07/03/2022,S8S108FM738R,PARKING LOT,,0,N,S22-08448,SUNDAY,14:19,4.0,77.0,5523,42.4575747,-76.5488232,51540.0,7
413,07/03/2022,S8DEP3FM8KQ1,W DRYDEN RD,ASBURY RD,0,N,S22-08469,SUNDAY,23:22,2.0,18.0,5552,42.5248383,-76.4704781,84120.0,7
414,07/04/2022,S8S114FMBQJ5,TAUGHANNOCK BOULEVARD,,0,N,S22-08490,MONDAY,17:28,4.0,9.0,5558,42.5385068,-76.5911337,62880.0,7
415,07/04/2022,S8S102FMCBF0,DRYDEN ROAD,,0,N,S22-08497,MONDAY,21:57,61.0,77.0,5552,42.4704369,-76.4034517,79020.0,7
416,07/05/2022,S8S114FMFDKB,LOWER CREEK ROAD,DRYDEN ROAD,0,N,S22-08531,TUESDAY,13:22,9.0,77.0,5552,42.4704369,-76.4034517,48120.0,7
